doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.5194/acp-26-9679-2026,True,Atmospheric Chemistry and Physics,该论文研究CO对二次有机气溶胶（SOA）形成的影响，涉及大气环境、空气质量监测和气溶胶成分分析，与大气环境遥感技术密切相关。,"['secondary organic aerosols', 'SOA', 'CO', 'atmospheric conditions', 'air quality']",Guangzhao Xie;Aristeidis Voliotis;Thomas J. Bannan;Yunqi Shao;Huihui Wu;Dawei Hu;Gordon McFiggans,The impact of CO on secondary organic aerosols formed from the mixture of α-pinene and n-dodecane,"Achieving atmospheric relevance in chamber experiments is essential for improving our understanding of secondary organic aerosol (SOA) formation. We employed a photochemical system including mixtures of biogenic and anthropogenic precursors with inorganic trace gases. The results show that CO affected SOA particle mass yields and chemical composition differently in single- and mixed-precursor systems, highlighting the importance of accounting for atmospheric complexity in laboratory studies. 
 Secondary organic aerosol (SOA) formation is strongly influenced by atmospheric conditions. Achieving atmospheric relevance in chamber experiments is essential for understanding and predicting the impacts of SOA on air quality and climate. However, many chamber studies are conducted under simplified conditions or with a single SOA precursor. Here, we investigated the impact of CO on SOA particle mass yields and chemical composition from α-pinene (a biogenic volatile organic compound, VOC), n-dodecane (an anthropogenic intermediate-volatility organic compound, IVOC), and their mixture in the presence of nitrogen oxides (NOx=NO+NO2) in the Manchester Aerosol Chamber (MAC) using online measurements. The results show that the influence of CO differed between single- and mixed-precursor systems. In the single-precursor systems, CO significantly suppressed SOA particle mass yields, whereas no such suppression was observed in the mixture. Moreover, compared with the single-precursor systems, CO exerted a diminished impact on the organic peroxy (RO2) radical reaction pathways in the mixture, with the extent of this change differing between α-pinene and n-dodecane. These findings highlight the importance of accounting for atmospheric complexity in laboratory studies."
10.5194/acp-26-9643-2026,True,Atmospheric Chemistry and Physics,该论文研究了边界层厚度对风沙运输的影响，这直接与大气环境遥感技术相关，特别是与空气质量监测和沙尘暴预测有关。研究使用了先进的计算机模拟和风洞实验，这些都是遥感技术中常用的方法。,"['aeolian sand transport', 'boundary layer flow', 'wind tunnel', 'climate models', 'dust storms']",Ting Jin;Lifeng Zhou,Near-threshold aeolian sand transport: effects  of boundary layer flow conditions,"This research explains why wind tunnels often overestimate the wind velocities needed to lift sand. Using advanced computer simulations, we found that the thicker boundary layer creates more powerful wind gusts, making sand transport easier than previously thought. This means dust storms can start at lower wind velocities and be more intense. Our findings will help improve the accuracy of climate and weather models that predict dust storms and their impacts on our environment. 
 Boundary layer thickness is a critical factor in aeolian sand transport, as it governs the scale of energy-containing turbulent structures, yet its specific mechanisms remain inadequately quantified. Previous studies have established the role of turbulence in particle entrainment but often overlook systematic variations in boundary layer thickness. This study aims to clarify how boundary layer thickness modulates wall-shear stress fluctuations, threshold wind velocities, sand flux, and particle kinematics. We use the three-dimensional large-eddy simulation coupled with a saltation model to investigate these interactions. Results reveal that increased boundary layer thickness enhances extreme-value probability density of wall-shear stress and significantly lowers impact entrainment and rebound thresholds – the latter dropping to less than 50 % of conventional wind-tunnel values. Sand transport response is velocity-dependent: at low velocities, transport rises markedly with thickness under fluid-driven entrainment; the effect diminishes at moderate velocities; and at high velocities, transport scales proportionally with thickness under splash-dominated entrainment. Moreover, thicker boundary layers intensify near-bed particle activity, elevating particle velocities and concentrations, reducing variability, increasing saltation height, and enlarging mean and variance of airborne particle diameters. These findings elucidate how boundary layer thickness modulates aeolian sand transport via turbulence–particle interactions, offering key insights for improving atmospheric and climate models and advancing the physics of turbulence-driven sediment transport in atmospheric boundary layer."
10.5194/acp-26-9697-2026,True,Atmospheric Chemistry and Physics,该论文研究了火山灰对云微物理过程的影响，使用了大气环境模拟技术（ICON-ART模型），这与大气环境遥感技术中的云成分分析和空气质量监测密切相关。,"['volcanic aerosol', 'cloud microphysics', 'ICON-ART']",Fatemeh Zarei;Julia Bruckert;Gholam Ali Hoshyaripour;Corinna Hoose,Volcanic aerosol effects on warm and cold cloud microphysics: ICON-ART simulations of Holuhraun and La Soufrière eruptions,"Volcanic eruptions are a rich source of aerosol particles, such as sulfate and ash, that can impact cloud droplet and ice crystal formation. They lead to strong local perturbations of clouds. In this study, these processes were simulated with a numerical model. In two contrasting case studies of an Icelandic and a Caribbean volcano, the perturbations to processes involving liquid droplets and ice crystals are investigated. 
 Volcanic eruptions are a rich source of particles, such as sulfate and ash, that can act as cloud condensation nuclei (CCN) or ice nucleating particles (INPs). They offer a unique opportunity to study the effects of aerosols on clouds because they create a natural laboratory with high concentrations of aerosols adjacent to an unperturbed environment. In this study, we used the ICON–ART (ICOsahedral Nonhydrostatic weather and climate model with Aerosols and Reactive Trace gases) modeling system to simulate the initial phases of the 2014–2015 Holuhraun and the 2021 La Soufrière eruptions. Our goal was to improve our understanding of how cloud microphysical processes respond to volcanic aerosols. For the Holuhraun eruption, which was non-explosive and rich in SO2, we found that the number concentration of cloud droplets increased significantly due to the presence of volcanic aerosols. Warm rain processes, such as autoconversion and accretion, and consequently rain decreased. Additionally, we found that volcanic aerosols weakened the riming process and reduced the graupel concentration. The La Soufrière eruption provides an opportunity to investigate the competition between homogeneous and heterogeneous ice nucleation because it emitted both ash and SO2. Our results show that ash particles acting as INPs deplete water vapor. This reduces the total number of ice crystals by hindering homogeneous ice nucleation."
10.5194/acp-26-9657-2026,True,Atmospheric Chemistry and Physics,该论文研究使用飞机数据收集大西洋海洋边界层中的颗粒物通量，分析新粒子形成的垂直分布和来源，这与大气环境遥感技术（如空气质量监测、大气成分分析、气溶胶检索）密切相关，因为它涉及从飞机观测中获取大气数据并分析气溶胶的形成和分布。,"['aircraft data', 'particle flux', 'marine boundary layer', 'new particle formation', 'climate models']",Ajmal Rasheeda Satheesh;Markus D. Petters;Nicholas Meskhidze,Aircraft-derived particle fluxes distinguish   entrainment zone and decoupled layer  nucleation in marine boundary layers,"Using aircraft data collected over the Atlantic Ocean, we discovered that new particles form regularly in marine air at two different heights, challenging the belief that sea salt prevents this process. These particles can grow to form cloud droplets, affecting Earth's climate. We found particles forming at two heights: where upper atmosphere air enters the ocean boundary layer and where the well-mixed surface air meets the stable air layer above. This discovery will help improve climate models. 
 The vertical distribution of freshly nucleated aerosol particles in the marine boundary layer remains poorly constrained, limiting our ability to represent new particle formation in climate models. Here we characterize 3–10 nm particle events, termed small particle events (SPEs), by deriving their vertical turbulent fluxes from aircraft measurements during the Aerosol and Cloud Experiments in the Eastern North Atlantic (ACE-ENA) campaign. To overcome stationarity limitations of traditional eddy covariance methods, we applied continuous wavelet transform analysis to data collected during June–July 2017 and January–February 2018 flights over the Azores. Our flux-based analysis revealed two distinct SPE scenarios with different vertical structures and spatial extents. The first featured nucleation in the entrainment zone, where free tropospheric air entrains into the boundary layer. The second showed nucleation in the decoupled layer, a stratified region between the well-mixed surface layer and cloud-topped upper boundary layer. In both cases, convergence of air masses from different layers diluted preexisting aerosol surface area to very low levels, creating conditions favorable for nucleation and generating strong downward particle fluxes. SPEs occurred in 15 % of flights, challenging prevailing theoretical expectations that new particle formation should rarely occur in marine boundary layers due to high condensation and coagulation sink capacity of sea spray aerosols. Aircraft-derived particle fluxes provide first observational constraints on the vertical location and source strength of likely nucleation regions in the remote marine boundary layer, improving aerosol source representations in climate models and reducing uncertainties in aerosol-cloud interactions."
10.5194/acp-26-9625-2026,True,Atmospheric Chemistry and Physics,该论文研究了热带海洋上空组织化空气运动对近地表水汽同位素的影响，涉及大气成分分析和边界层湿度研究，与大气环境遥感技术（如空气质量和大气成分监测）密切相关。,"['water vapor isotopologues', 'marine boundary layer', 'mesoscale circulations', 'air motions', 'atmospheric composition']",Joseph Galewsky;Sebastian A. Los,Mesoscale modulation of marine boundary layer water vapor isotopologues during EUREC4A,"This study shows that organized air motions over the tropical ocean can strongly shape the character of near-surface water vapor, even when overall moisture changes little. By combining ship and aircraft measurements with a simple physical model, we found that rising air can offset drying from mixing with air above, leaving a clear chemical fingerprint. These results help explain why clouds persist and improve how climate models represent them. 
 Shallow cumulus clouds in trade-wind regions remain an important source of uncertainty in climate projections, with competing interpretations of how mesoscale circulations influence boundary layer moisture. We analyze water vapor isotopologue measurements from the EUREC4A campaign to quantify the mesoscale modulation of marine boundary layer humidity and isotopic composition. Surface δD measurements from R/V Meteor show a strong sensitivity to mesoscale vertical velocity relative to humidity. Regression analyses show that mesoscale ascent partially offsets entrainment-driven isotopic depletion: approximately 0.7 mm s−1 of upward motion is required to counteract the isotopic effect of 1 mm s−1 of entrainment. The strongest correlations between vertical velocity and both δD (r≈0.52) and mixing ratio (r≈0.39) occur within ±200 m of the subcloud layer top. A steady-state flux-form mixed-layer model shows that modest below-cloud rain evaporation can reproduce the observed asymmetric response by adding both vapor mass and isotopic mass with an isotopic composition distinct from the ambient subcloud layer. In the model, an ascent-dependent drizzle source rotates the fitted δD contours relative to humidity, whereas a no-rain control collapses this separation. These results support below-cloud rain evaporation as a physically consistent mechanism through which mesoscale circulations can reorganize moisture pathways without producing commensurate changes in total water vapor."
10.5194/acp-26-9589-2026,True,Atmospheric Chemistry and Physics,该论文研究了利用卫星观测数据（如IASI、CrIS、TROPOMI）结合区域模型来改进荷兰氨和二氧化氮的排放与沉降估算。这直接涉及大气环境遥感技术，特别是空气质量监测和大气成分分析。,"['ammonia', 'nitrogen dioxide', 'TROPOMI', 'IASI', 'CrIS']",Tyler Wizenberg;Enrico Dammers;Arjo Segers;Mark W. Shephard;Pierre Coheur;Lieven Clarisse;Martin Van Damme;Henk Eskes;Roy Wichink Kruit;Shelley van der Graaf;Martijn Schaap,Improved constraints on ammonia emissions and deposition from co-assimilating NH3 and NO2 satellite observations over the Netherlands,"We combined five years of satellite data on ammonia and nitrogen dioxide concentrations with a regional model to better estimate nitrogen emissions and deposition in the Netherlands. This improved the accuracy of pollution maps and trends, especially in agricultural regions. Our approach helps identify when and where emissions are highest, supporting better air quality management and environmental protection by showing the benefits of using multiple complimentary satellite datasets together. 
 Ammonia (NH3) and nitrogen dioxide (NO2) are key components of reactive nitrogen, strongly affecting air quality and ecosystem health. However, long-term constraints on ammonia emissions and deposition remain uncertain due to sparse in situ measurements and limitations of individual satellite products. We jointly assimilate five years (2018–2022) of NH3 and NO2 satellite observations over the Netherlands to improve constraints on reactive nitrogen concentrations, emissions, and deposition. NH3 retrievals from the Infrared Atmospheric Sounding Interferometer (IASI) and the Cross-Track Infrared Sounder (CrIS) are combined with NO2 observations from the TROPOspheric Monitoring Instrument (TROPOMI) within the LOTOS-EUROS chemical transport model using a Local Ensemble Transform Kalman Filter. The co-assimilation produces coherent year-to-year adjustments in modeled NH3 concentration, emission, and deposition fields. Validation against measurements from the Dutch National Air Quality Monitoring Network (LML) shows reduced biases, clearer diurnal cycles, and improved correlations. Sensitivity experiments demonstrate that including TROPOMI NO2 alongside IASI and CrIS NH3 yields the lowest NH3 surface bias vs. LML, highlighting the added value of coupling chemically related satellite observations. Comparisons with monthly Measurements of Ammonia in Nature (MAN) observations showed improved correlations but persistent spatial biases due to representativeness differences, while MAN sensors co-located with LML stations exhibited consistent improvements. These results demonstrate that co-assimilating complementary satellite observations can substantially improve constraints on ammonia emissions and deposition, with direct relevance for air-quality assessment and nitrogen policy applications."
10.5194/acp-26-9541-2026,True,Atmospheric Chemistry and Physics,该论文研究高分辨率全球模型中的重力波谱分析，涉及大气重力波的能量和动量传输，这与大气环境遥感技术中的大气成分分析和空气质量监测密切相关。研究内容包括重力波谱的计算和分析方法，以及如何简化谱结构以提高参数化效率，这些都是大气遥感技术中的重要研究方向。,"['gravity waves', 'atmospheric model', 'spectra analysis', 'parametrisation']",Zuzana Procházková;Erfan Mahmoudi;Ray Chew;Stamen Dolaptchiev;Claudia Christine Stephan;Georg Sebastian Völker;Ulrich Achatz,Variability of local gravity wave spectra from data of a high-resolution icosahedral-grid global model,"The study analyzes gravity waves in a high-resolution simulation. A unique methodology is applied to compute three-dimensional gravity wave spectra while keeping the data on the original triangular model grid and using linear wave theory. The results show the structure of gravity waves that would remain unresolved by a model with lower horizontal resolution. It is shown that the spectra can be highly simplified, which can help constructing precise but efficient gravity wave parametrisation. 
 Atmospheric gravity waves influence the general circulation through transport of energy and momentum. Even with increasing computing capacities, parametrisation of their effects is still needed. Here, we diagnose gravity wave spectra from the data of a high-resolution ICON simulation on subdomains defined by a low-resolution ICON grid. A unique methodology is applied that avoids unnecessary interpolations and filters the data by projection on the linearised gravity wave modes, providing precise and detailed information about the gravity wave spectra. The dependence of these spectra on latitude is then studied, highlighting the importance of the zonal wind direction in the shape of the spectra. Finally, we see that the spectra can be highly simplified by using tens to hundreds of principal components, which is a key property allowing for an increase in efficiency of current gravity wave parametrisations."
10.5194/acp-26-9571-2026,True,Atmospheric Chemistry and Physics,该研究涉及使用雷达技术探测60公里以下电离层回波，并与机器学习（YOLOv8）技术结合进行分析，这与大气环境遥感技术（如电离层监测、雷达观测、大气成分分析）密切相关。,"['ionospheric radar echoes', 'YOLOv8', 'air ionization']",Yadu Krishnan Krishnakumar;Toralf Renkwitz;Andreas Ahrens,Automated detection of low-altitude isolated mesospheric radar echoes using YOLOv8:  evidence for an ionospheric “C layer” phenomenon below 60 km altitude?,"We report on the observations of radar echoes at the lower HF range from the lower part of the ionosphere, below 60 km altitude. The observed echoes are actually seen below and isolated to the generally accepted lowermost ionospheric D region. For the detection of these echoes we employed machine learning techniques for the inspection of 4 years of radar raw data. We derived statistical parameters of their occurrence and hypothesised a connection for galactic cosmic rays as an ionisation source. 
 The Earth's ionosphere is created by incident solar radiation and extends from approximately 60 to 800 km altitude. Within the ionosphere distinct regions are formed based on the number density of the dominant chemical species and their ionisation by the incident solar ultraviolet radiation and X-rays. The generally accepted lowermost ionospheric region is called D region and extends during daytime from, for example, 90 km downwards to approximately 60 km. Previous studies suggested the presence of an ionospheric C layer around 60 km mostly for observations at very low frequencies. In recent years, rather faint echoes from below the typically altitude-continuous D region have been observed during the sunlit period using a monostatic 3.17 MHz ground-based radar system at polar latitudes. The aim of this study is to distinguish radar echoes from altitudes near 60 km from regular D region echoes and attribute them to a possible C layer source. To our knowledge, this study might be the first systematic investigation of such a phenomenon through monostatic radar observations. Following an initial manual inspection of the raw data and the corresponding radar image spectra, an automated deep learning approach was developed and employed to detect these isolated low-altitude echoes. We used the pattern recognition tool YOLO (You Only Look Once) to gain statistical information on the occurrence of these radar echoes over four years of radar measurements, which covered conditions ranging from minimum to maximum solar activity. The median altitude of these radar echoes is found to be 58.5 km (σ=3.9 km), a thickness of ≈ 6 km per layer, and where the majority of detections exhibit a relatively narrow power spectrum. Substantial annual variability was found for these parameters and the occurrence rate, essentially separating them into summer and winter. The reduced occurrence rates during the solar maximum year 2024 and with that also a reduced intensity of galactic cosmic rays (GCR) suggest their role as an ionisation source for the observed layers."
10.5194/acp-26-9559-2026,True,Atmospheric Chemistry and Physics,该论文研究的是由堪察加地震引起的地震次声波在电离层中的传播，使用了多普勒探测技术和电离层探测设备（如电离层探测仪），这与大气环境遥感技术密切相关，特别是电离层成分分析和大气现象监测。,"['ionosphere', 'Doppler sounding', 'infrasound', 'atmospheric remote sensing', 'geomagnetically quiet period']",Jaroslav Chum;Zbyšek Mošna;Jiří Baše;Jan Zedník;Carsten Schmidt;Patrick Hannawald;Jan Rusz;Jaroslav Urbář;Šimon Mackovjak,Co-seismic infrasound in the ionosphere over Central Europe from the M8.8 Kamchatka 2025 earthquake observed by Doppler sounding at record heights,"An analysis of unique observations of long period infrasound waves (~200 s) recorded in the ionosphere over Central Europe at record heights by continuous Doppler sounding is presented. The infrasound was generated by the Long-period surface seismic waves induced by the M8.8 Kamchatka earthquake on July 29, 2025. The time delay of the infrasound detection in the ionosphere relative to the vertical motion of the ground surface is consistent with the numerical simulation of infrasound propagation. 
 Unique observations of co-seismic infrasound waves and disturbances in the ionosphere recorded by continuous Doppler sounding systems (CDSS) in Czechia and Slovakia during geomagnetically quiet period and associated with the Kamchatka M8.8 earthquake on 29 July 2025, are analysed and discussed. It is shown by simultaneous ionospheric sounding by a digisonde that the co-seismic infrasound waves were detected by the CDSS at a record height of about 340 km over Czechia, which is much higher than in previous observations, at distances greater than 8000 km from the epicentre. The Doppler shift oscillations caused by ionospheric plasma quasiperiodic movement induced by the infrasound waves had a frequency around 0.005 Hz and were observed approximately 12 min after the arrival of causative Long period surface seismic waves in Czechia. The frequency spectrum of the vertical ground surface motion that generated the infrasound waves was much broader, including more intense fluctuations with frequencies around 0.05 Hz. However, the higher frequency infrasound waves were attenuated during their propagation upward and did not reach the observation altitude, which is confirmed by numerical simulation that is in a good agreement with the CDSS observation. The numerical simulation also proves that it is necessary to consider air/plasma compression when calculating air particle velocities from the measured Doppler shift values. Combination of the numerical simulation with measurements using the CDSS and ionosonde is therefore a useful tool for better understanding and monitoring of co-seismic infrasound that propagates up to the altitudes of ionospheric F2 layer."
10.5194/acp-26-9509-2026,True,Atmospheric Chemistry and Physics,该论文研究了大气中氢气的收支平衡，涉及大气化学模型、大气生产、吸收和损失等，与大气环境遥感技术（如大气成分分析、空气质量监测）密切相关。,"['atmospheric chemistry models', 'hydrogen budget', 'atmospheric production', 'sinks', 'OH']",Srinath Krishnan;Ragnhild Bieltvedt Skeie;Øivind Hodnebrog;Gunnar Myhre;Maria Sand;Marit Sandstad;Hannah Bryant;Didier A. Hauglustaine;Fabien Paulot;Michael Prather;David Stevenson,A multi-model approach to constrain the atmospheric hydrogen budget,"Hydrogen (H2) is an indirect greenhouse gas that can affect climate through chemical reactions in the atmosphere. To better understand this impact, it is important to constrain the sources and sinks of hydrogen. Using a suite of three-dimensional and one-dimensional models, we find that atmospheric production of hydrogen is 37–60 Tg/yr and that the geological source of H2 is much smaller than suggested. More field and isotopic measurements are needed to improve these estimates. 
 Understanding the global hydrogen (H2) budget is critical as H2 is expected to play an important role in future energy systems. Tropospheric H2 sources include direct emissions and atmospheric production via chemical reactions, while sinks are soil uptake and removal by hydroxyl radical (OH). Large uncertainties remain in quantifying the atmospheric production and loss of H2 due to large uncertainties in H2 uptake in the soil and the lack of global-scale knowledge of the abundance of OH.We use a suite of global three-dimensional Atmospheric Chemistry Models (ACM) to evaluate key reactive species involved in atmospheric production and loss – formaldehyde (HCHO), nitrogen dioxide (NO2), and carbon monoxide (CO). A box model is then used to simulate the evolution of global mean tropospheric H2 from pre-industrial to present day; to test different relative contributions in atmospheric production from methane and Volatile Organic Compounds (VOC); and to assess atmospheric loss with different OH concentrations. Isotopic compositions of the different sources and sinks are further used to constrain these terms and assess the potential importance of geological sources to the H2 budget.Models generally match each other for HCHO, though model diversity exists for NO2 and CO. From model evaluations and box model constraints, we estimate atmospheric H2 production of 37–60 Tg yr−1, and atmospheric losses of 15–30 Tg yr−1, suggesting that some top-down literature estimates may overestimate production. Box model results suggest an upper bound of 9 Tg yr−1 for geological sources, considerably lower than the 23 Tg yr−1 proposed previously. We recommend more isotopic observations and targeted measurement campaigns to further refine the budget."
10.5194/acp-26-9493-2026,True,Atmospheric Chemistry and Physics,该研究使用卫星观测和GEOS-Chem模型分析美国中西部的冬季颗粒硝酸盐形成敏感性，涉及空气质量和大气成分分析，与大气环境遥感技术密切相关。,"['particulate nitrate', 'satellite observations', 'GEOS-Chem', 'NOx emissions', 'PM2.5']",Toan Vo;Amy E. Christiansen,The changing sensitivity of wintertime particulate nitrate to precursor emissions diagnosed via GEOS-Chem and satellite observations of ammonia and nitrogen dioxide over the Midwestern United States,"To control wintertime fine particulate matter (PM2.5) in the agricultural Midwestern United States, it is critical to understand the formation of particulate nitrate, the major inorganic component of PM2.5 during winter. Our study finds that the formation of wintertime particulate nitrate is becoming increasingly driven by nitrogen oxide emissions from 2007 to 2023. Thus, controlling nitrogen oxide emissions in winter is chemically effective for reducing PM2.5 burden. 
 Particulate nitrate (PN) is a critical component of fine particulate matter (PM2.5). During wintertime, the contribution of PN to PM2.5 over the Midwestern United States (MWUS), an agriculturally intensive region, has increased over the past decade and now contributes up to 40 % of the particle mass. PN formation is controlled by nitrogen oxides (NOx=NO+NO2), ammonia (NH3), and volatile organic compounds (VOCs). To best control wintertime PM2.5 burden, it is critical to determine PN formation sensitivity to precursor gases, but this is not well constrained. Prior efforts to diagnose PN sensitivity have been limited on both spatial and temporal scales. Satellite tropospheric column NH3 / NO2 ratios cover large areas and long timeframes, and they have been shown to be effective in diagnosing PN sensitivity over East Asia, Europe, and the Eastern United States. Here, we expand this approach to quantify spatially and temporally resolved multidecadal wintertime PN formation sensitivity to NH3, NOx, and VOCs in the MWUS from 2007 to 2023 via satellite observations and GEOS-Chem sensitivity simulations. More than half of the total diagnosed pixels are classified as NOx-sensitive in 2007, and this increases to 89.0 % by 2023. VOCs do not control MWUS PN formation. The shift in PN formation sensitivity is explained by relatively flat trends in satellite NO2 column densities (0.48 ± 0.60 % yr−1) in combination with increases in satellite NH3 column densities (1.3 ± 0.3 % yr−1). Our work indicates that targeting NOx emissions is chemically effective for reducing wintertime PN and PM2.5 burden."
10.5194/amt-19-4553-2026,True,Atmospheric Measurement Techniques,该论文研究加拿大北极地区的本地沙尘，使用了地面和卫星遥感技术来监测沙尘羽流的参数，如高度、速度和不透明度。这与大气环境遥感技术密切相关，涉及空气质量监测、卫星观测和大气成分分析等领域。,"['remote sensing', 'Canadian Arctic', 'AERONET', 'MODIS', 'MISR']",Seyed Ali Sayedain;Norman T. O'Neill;Keyvan Ranjbar;Phillipe Gauvin-Bourdon;Rachel Chang;Patrick L. Hayes;James King,Remote sensing of local-dust across the Canadian Arctic,"Dust plumes in the Canadian Arctic have important climatic change (CC) impacts on (i) snow and ice (darkening and thus premature melting) and (ii) as nuclei for cloud formation (cloud reflectivity is a poorly characterized but key CC parameter). Ground measurements of dust in that region are rare. We characterized plumes close to their drainage basin sources using ground- and satellite-based remote sensing (RS) estimates of such key parameters as plume height, speed, and opacity (concentration). 
 We investigated the optical and microphysical characterization of High- and sub-Arctic dust events across the Canadian Arctic Archipelago (CAA). Events from local sources (local dust) were first identified and characterized using a combination of ground-based lidar, two AERONET instruments, and passive (MODIS, Sentinel-2, MISR) imagery in the neighbourhood of the High-Arctic Polar Environment Atmospheric Research Laboratory (PEARL) at Eureka, Nunavut (on Ellesmere Island in the northernmost part of the CAA).The PEARL findings informed the identification and characterization of local dust events over other parts of the CAA using a suite of satellite instruments whose remote sensing (RS) capabilities were complementary to or an extension of the ground- and satellite-based techniques employed at Eureka. The events included plumes emanating from Axel Heiberg Island, just west of Ellesmere Island, Banks Island in the southwest corner of the CAA, Ellef Ringnes Island in the eastern part of the central CAA and Prince of Wales Island/Victoria Island in the central southern CAA. Plume identification, plume source and CM (coarse mode) aerosol optical depth (AOD) retrievals were investigated using a combination of low to high spatial resolution (MODIS to Sentinel-2) color imagery and the MODIS dark target AOD product over water. Plume thickness, height and speed for most of the events were obtained (depending on orbit availability and lack of cloud contamination) from MISR (Multi-angle Imaging Spectro Radiometer) stereoscopic products.These RS results support an argument for the ubiquitous presence of pan-Arctic, low altitude dust that is typically (away from any strong sources such as mountainous drainage basins) at the lower levels of detectability offered by ground- and satellite-based RS techniques. The ability to RS airborne, near-source, local dust events and characterize dust properties and dynamics of important regions such as the CAA is critical to understanding local dust impacts such as early snow/ice melt and the nucleation role of local dust in the formation of low-altitude clouds."
10.5194/amt-19-4539-2026,True,Atmospheric Measurement Techniques,该研究分析了圣保罗住宅厨房中燃气灶和液化石油气灶的CO2、CH4和NOx排放，涉及大气环境中的污染物监测和来源分析，与大气环境遥感技术中的空气质量监测和排放分析密切相关。,"['CO2', 'CH4', 'NOx', 'emissions', 'stoves']",Tailine Corrêa dos Santos;Elaine Cristina Araujo;Thaís Andrade da Silva;Enrico Valente Freire;Eduardo Landulfo;Maria de Fátima Andrade,Emissions from fuel combustion by stoves in residential kitchens in São Paulo – Brazil,"Emission factors are used in inventories, yet household cooking data remain scarce. This study analyzes CO2, CH4, and NOx emissions from natural gas and liquefied petroleum gas stoves in São Paulo, Brazil. Field measurements combined chemiluminescence, spectroscopy, and mass balance methods. CH4 emissions were higher for natural gas, with factors exceeding Brazil and IPCC (Intergovernmental Panel on Climate Change) values, revealing uncertainty and the need for research to support mitigation actions and public policies. 
 This study investigates greenhouse gas (GHG) emissions and indoor air quality associated with residential cooking practices in São Paulo, Brazil. Measurements were conducted in 30 households, focusing on kitchens using natural gas (NG) or liquefied petroleum gas (LPG) stoves. A measurement protocol was developed to assess emissions of carbon dioxide (CO2), methane (CH4), and nitrogen oxides (NOx) under different operational conditions. Emission rates and factors were calculated using mass balance approaches, considering kitchen volume, air exchange rates, and gas concentrations. The results show different behavior for the type of fuel, especially for methane, which has a significant response to the use of NG, unlike LPG. It was also possible to observe a difference between the temporal variability cycles, as the burners responded quickly to the increase in concentration, while the oven showed a delayed increase observed in the environment. There was a high variability in the concentrations in the different residences, which may be associated with factors such as the age of the stove, model, leak and internal influence. The emission factors obtained were three times higher than the IPCC considering only the consistent values, but when considering the outliers it is up to 10 times higher for CH4 in the case of NG. For CO2 the factor obtained was lower than the IPCC. The findings highlight the importance of considering fuel type in evaluating GHG emissions from residential cooking and the need for robust data on residential emissions in Brazil."
10.5194/amt-19-4505-2026,True,Atmospheric Measurement Techniques,该论文研究了在赫尔辛基的不同城市环境中使用AQ Urban传感器和冷凝粒子计数器测量颗粒物数量浓度的方法，并探讨了其适用性和挑战。这与大气环境遥感技术密切相关，特别是空气质量监测和颗粒物分析。,"['particle number concentrations', 'AQ Urban sensors', 'condensation particle counters', 'urban air quality monitoring', 'Helsinki']",Kimmo Teinilä;Teemu Lepistö;Jarkko V. Niemi;Harri Portin;Anssi Julkunen;Anu Kousa;Joel Kuula;Hanna E. Manninen;Pasi Aalto;Tuukka Petäjä;Topi Rönkkö;Erkka Saukko;Hilkka Timonen,"Comparison of particle number concentrations measured with AQ Urban sensors in two different environments in Helsinki, Finland","Particle number concentrations were measured with condensation particle counters and diffusion-based sensors at two different urban environments in Helsinki in 2022. The measurement sites were traffic related and background urban sites. The aim of the study was to investigate suitability of using diffusion-based sensors in urban air quality monitoring to obtain particle number concentrations and challenges related to this. 
 The use of a diffusion charger based AQ Urban sensors to monitor particle number concentrations was investigated in Helsinki metropolitan area. The comparisons between the AQ Urban sensors and traditional butanol CPCs were made at a heavily trafficked street canyon (Traffic Supersite) and at an urban background site (UB Supersite) in 2022. The agreement with the measured particle number concentrations within different AQ Urban units was good. Comparison of the AQ Urban sensor with the two CPCs showed that AQ Urban sensors should be suitable to measure concentration of particles approx. larger than 10 nm in highly trafficked areas. The long-term agreement between AQ Urban sensors and CPCs was also investigated in the two different environments between 1 January and 15 August 2022.  Overall, the correlation between AQ Urban sensors and the CPCs was good at both sites (r being 0.93 and 0.89, respectively). The increased concentration of particles smaller than 10 nm and long-range transported pollution affected the accuracy of AQ Urban sensors. Despite this downside of the method, the correlation between the AQ Urban sensor and the CPCs was good during the whole measurement period, indicating that the sensor is well suitable for long-term particle number concentration monitoring in urban environments in Finland. However, the observed effect of bi-modal particle size distribution suggests that the performance of diffusion charger-based sensors may vary in different geographic regions depending on the regional background concentrations of accumulation mode particles which should be considered when applying the method in different locations."
